day,service,uptime_pct,unavailable_minutes,planned_maintenance_minutes,avg_latency_ms,error_rate_pct
2026-06-30,sftp,100.0,0,0,234,0.052
2026-06-30,api,100.0,0,0,234,0.065
2026-06-30,payroll_engine,100.0,0,0,186,0.065
2026-07-01,web,100.0,0,0,135,0.076
2026-07-01,sftp,100.0,0,0,223,0.028
2026-07-01,api,100.0,0,0,165,0.013
2026-07-01,payroll_engine,100.0,0,0,186,0.05
2026-07-02,web,100.0,0,0,203,0.04
2026-07-02,sftp,100.0,0,0,229,0.061
2026-07-02,api,100.0,0,0,146,0.083
2026-07-02,payroll_engine,100.0,0,0,189,0.015
2026-07-03,web,100.0,0,0,169,0.029
2026-07-03,sftp,100.0,0,0,190,0.07
2026-07-03,api,100.0,0,0,205,0.032
2026-07-03,payroll_engine,100.0,0,0,207,0.029
2026-07-04,web,100.0,0,240,243,0.013
2026-07-04,sftp,100.0,0,0,248,0.079
2026-07-04,api,100.0,0,240,123,0.089
2026-07-04,payroll_engine,100.0,0,0,229,0.057
2026-07-05,web,100.0,0,0,218,0.051
2026-07-05,sftp,100.0,0,0,161,0.078
2026-07-05,api,100.0,0,0,243,0.071
2026-07-05,payroll_engine,100.0,0,0,138,0.075
2026-07-06,web,100.0,0,0,244,0.038
2026-07-06,sftp,100.0,0,0,91,0.077
2026-07-06,api,100.0,0,0,248,0.019
2026-07-06,payroll_engine,100.0,0,0,118,0.085
2026-07-07,web,100.0,0,0,213,0.084
2026-07-07,sftp,100.0,0,0,239,0.069
2026-07-07,api,100.0,0,0,105,0.064
2026-07-07,payroll_engine,100.0,0,0,184,0.033
2026-07-08,web,100.0,0,0,101,0.053
2026-07-08,sftp,100.0,0,0,220,0.083
2026-07-08,api,100.0,0,0,217,0.077
2026-07-08,payroll_engine,100.0,0,0,177,0.038
2026-07-09,web,100.0,0,0,213,0.012
2026-07-09,sftp,100.0,0,0,126,0.044
2026-07-09,api,100.0,0,0,125,0.041
2026-07-09,payroll_engine,100.0,0,0,214,0.02
2026-07-10,web,100.0,0,0,104,0.018
2026-07-10,sftp,100.0,0,0,116,0.077
2026-07-10,api,100.0,0,0,224,0.023
2026-07-10,payroll_engine,100.0,0,0,225,0.026
2026-07-11,web,100.0,0,0,148,0.071
2026-07-11,sftp,100.0,0,0,250,0.01
2026-07-11,api,100.0,0,240,226,0.043
2026-07-11,payroll_engine,100.0,0,0,166,0.079
2026-07-12,web,100.0,0,0,105,0.036
2026-07-12,sftp,100.0,0,0,175,0.034
2026-07-12,api,100.0,0,0,130,0.073
2026-07-12,payroll_engine,100.0,0,0,167,0.076
2026-07-13,web,100.0,0,0,248,0.024
2026-07-13,sftp,100.0,0,0,150,0.036
2026-07-13,api,100.0,0,0,147,0.015
2026-07-13,payroll_engine,100.0,0,0,96,0.03
2026-07-14,web,100.0,0,0,206,0.082
2026-07-14,sftp,100.0,0,0,173,0.071
2026-07-14,api,100.0,0,0,232,0.011
2026-07-14,payroll_engine,100.0,0,0,98,0.013
2026-07-15,web,100.0,0,0,113,0.053
2026-07-15,sftp,100.0,0,0,216,0.035
2026-07-15,api,100.0,0,0,92,0.073
2026-07-15,payroll_engine,98.4722,22,0,545,3.136
2026-07-16,web,100.0,0,0,104,0.082
2026-07-16,sftp,100.0,0,0,124,0.078
2026-07-16,api,100.0,0,0,139,0.021
2026-07-16,payroll_engine,100.0,0,0,183,0.061
2026-07-17,web,100.0,0,0,176,0.031
2026-07-17,sftp,100.0,0,0,157,0.062
2026-07-17,api,100.0,0,0,126,0.014
2026-07-17,payroll_engine,100.0,0,0,256,0.073
2026-07-18,web,100.0,0,0,211,0.021
2026-07-18,sftp,100.0,0,0,189,0.076
2026-07-18,api,100.0,0,0,244,0.078
2026-07-18,payroll_engine,100.0,0,0,132,0.061
2026-07-19,web,100.0,0,0,222,0.016
2026-07-19,sftp,100.0,0,0,242,0.039
2026-07-19,api,100.0,0,0,205,0.024
2026-07-19,payroll_engine,100.0,0,0,147,0.075
2026-07-20,web,100.0,0,0,188,0.013
2026-07-20,sftp,100.0,0,0,139,0.039
2026-07-20,api,100.0,0,0,185,0.031
2026-07-20,payroll_engine,100.0,0,0,206,0.023
2026-07-21,web,100.0,0,0,121,0.031
2026-07-21,sftp,100.0,0,0,104,0.04
2026-07-21,api,100.0,0,0,163,0.025
2026-07-21,payroll_engine,100.0,0,0,154,0.076
2026-07-22,web,100.0,0,0,162,0.067
2026-07-22,sftp,100.0,0,0,230,0.049
2026-07-22,api,100.0,0,0,138,0.063
2026-07-22,payroll_engine,100.0,0,0,162,0.024
2026-07-23,web,100.0,0,0,244,0.072
2026-07-23,sftp,100.0,0,0,183,0.036
2026-07-23,api,100.0,0,0,248,0.015
2026-07-23,payroll_engine,100.0,0,0,202,0.045
2026-07-24,web,100.0,0,0,127,0.071
2026-07-24,sftp,100.0,0,0,126,0.063
2026-07-24,api,100.0,0,0,240,0.05
2026-07-24,payroll_engine,100.0,0,0,227,0.057
2026-07-25,web,100.0,0,0,186,0.043
2026-07-25,sftp,100.0,0,0,221,0.082
2026-07-25,api,100.0,0,0,241,0.059
2026-07-25,payroll_engine,100.0,0,0,154,0.024
2026-07-26,web,100.0,0,0,199,0.074
2026-07-26,sftp,100.0,0,0,210,0.017
2026-07-26,api,100.0,0,0,108,0.081
2026-07-26,payroll_engine,100.0,0,0,233,0.04
2026-07-27,web,100.0,0,0,193,0.034
2026-07-27,sftp,100.0,0,0,199,0.035
2026-07-27,api,100.0,0,0,153,0.06
2026-07-27,payroll_engine,100.0,0,0,101,0.085
2026-07-28,web,100.0,0,0,125,0.014
2026-07-28,sftp,100.0,0,0,114,0.034
2026-07-28,api,100.0,0,0,152,0.036
2026-07-28,payroll_engine,100.0,0,0,103,0.049
2026-07-29,web,100.0,0,0,207,0.089
2026-07-29,sftp,100.0,0,0,141,0.07
2026-07-29,api,100.0,0,0,249,0.071
2026-07-29,payroll_engine,100.0,0,0,243,0.027
2026-07-30,web,100.0,0,0,206,0.054
2026-07-30,sftp,100.0,0,0,164,0.071
2026-07-30,api,100.0,0,0,179,0.019
2026-07-30,payroll_engine,100.0,0,0,174,0.059
2026-07-31,web,100.0,0,0,257,0.061
2026-07-31,sftp,100.0,0,0,139,0.022
2026-07-31,api,100.0,0,0,141,0.041
2026-07-31,payroll_engine,100.0,0,0,94,0.063
2026-08-01,web,100.0,0,0,250,0.085
2026-08-01,sftp,100.0,0,0,179,0.073
2026-08-01,api,100.0,0,0,99,0.044
2026-08-01,payroll_engine,100.0,0,240,146,0.043
2026-08-02,web,100.0,0,0,222,0.046
2026-08-02,sftp,100.0,0,0,109,0.068
2026-08-02,api,100.0,0,0,244,0.046
2026-08-02,payroll_engine,100.0,0,0,252,0.053
2026-08-03,web,100.0,0,0,134,0.046
2026-08-03,sftp,100.0,0,0,100,0.077
2026-08-03,api,100.0,0,0,191,0.017
2026-08-03,payroll_engine,100.0,0,0,252,0.079
2026-08-04,web,100.0,0,0,235,0.081
2026-08-04,sftp,100.0,0,0,141,0.03
2026-08-04,api,100.0,0,0,102,0.07
2026-08-04,payroll_engine,100.0,0,0,199,0.029
2026-08-05,web,100.0,0,0,121,0.065
2026-08-05,sftp,100.0,0,0,220,0.088
2026-08-05,api,100.0,0,0,174,0.078
2026-08-05,payroll_engine,100.0,0,0,238,0.089
2026-08-06,web,100.0,0,0,155,0.041
2026-08-06,sftp,100.0,0,0,140,0.023
2026-08-06,api,100.0,0,0,200,0.049
2026-08-06,payroll_engine,100.0,0,0,232,0.074
2026-08-07,web,100.0,0,0,158,0.031
2026-08-07,sftp,100.0,0,0,227,0.043
2026-08-07,api,100.0,0,0,137,0.066
2026-08-07,payroll_engine,100.0,0,0,219,0.036
2026-08-08,web,100.0,0,0,173,0.088
2026-08-08,sftp,100.0,0,0,255,0.047
2026-08-08,api,100.0,0,0,115,0.034
2026-08-08,payroll_engine,100.0,0,0,194,0.01
2026-08-09,web,100.0,0,0,231,0.028
2026-08-09,sftp,100.0,0,0,166,0.066
2026-08-09,api,100.0,0,0,187,0.04
2026-08-09,payroll_engine,100.0,0,0,236,0.028
